Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
dgbqa           relEnt           ./Embeddings/scut/ms_mvit_1-pt01_scut.npz           0.2637           1.0           5.3086           2.7253           0.4959

deltaDistance           Ar*           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           R           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           psi           ./Embeddings/scut/ms_mf_pt5-pt5_scut.npz           0.1999           2.0           3.5669           1.1226           0.4442
deltaDistance           r           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           Ar           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           ArCd           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           Ar_psi           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           Cd_psi           ./Embeddings/scut/ms_mf_pt5-pt5_scut.npz           0.1999           2.0           3.5669           1.1226           0.4442
deltaDistance           euclid           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           corr           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           DCG           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.2675           1.3333           4.2554           3.183           0.5171
deltaDistance           Kendall           ./Embeddings/scut/ms_mvit_1pt5-1_scut.npz           0.0279           3.0           2.127           3.1128           0.4957
deltaDistance           ERR           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.2675           1.3333           4.2554           3.183           0.5171
deltaDistance           U           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           GRE           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           infAp           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           NegRel           ./Embeddings/scut/ms_mf_pt5-1_scut.npz           0.1913           1.6667           4.0672           3.297           0.521
deltaDistance           RPP           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48
deltaDistance           relEnt           ./Embeddings/scut/ms_mf_1-1_scut.npz           0.4248           0.6667           5.4068           1.81           0.48

masterFace           Ar*           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           R           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           psi           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1_SCUT.npz           0.3876           0.6667           5.3787           0.7946           0.4891
masterFace           r           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           Ar           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           ArCd           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           Ar_psi           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           Cd_psi           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1_SCUT.npz           0.3876           0.6667           5.3787           0.7946           0.4891
masterFace           euclid           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1_SCUT.npz           0.3876           0.6667           5.3787           0.7946           0.4891
masterFace           corr           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1_SCUT.npz           0.3876           0.6667           5.3787           0.7946           0.4891
masterFace           DCG           ./Embeddings/scut/ms_mf_1-pt5_scut.npz           0.3138           1.3333           4.8457           2.6705           0.4623
masterFace           Kendall           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-pt5_SCUT.npz           0.0666           2.3333           3.8078           2.8302           0.5212
masterFace           ERR           ./Embeddings/scut/ms_mf_1-pt5_scut.npz           0.3138           1.3333           4.8457           2.6705           0.4623
masterFace           ERR           ./Embeddings/scut/ms_mf_1-pt5_scut.npz           0.3138           1.3333           4.8457           2.6705           0.4623
masterFace           U           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           GRE           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           infAp           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           NegRel           ./Embeddings/scut/ms_mf_pt5-pt05_scut.npz           0.2535           1.6667           4.3889           2.7058           0.496
masterFace           RPP           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693
masterFace           relEnt           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.5709           0.0           5.556           1.6178           0.4693

genCapacity           Ar*           ./Embeddings/scut/ms_vivit_1-pt01_scut.npz           0.4928           0.6667           4.8693           2.5293           0.502
genCapacity           R           ./Embeddings/scut/ms_mvit_1pt5-1_scut.npz           0.4072           1.0           4.913           2.5485           0.4957
genCapacity           psi           ./Embeddings/scut/ms_mvit_pt5-1_scut.npz           0.2708           1.3333           3.6726           1.3199           0.4275
genCapacity           r           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.4066           0.6667           4.9075           2.5171           0.5171
genCapacity           Ar           ./Embeddings/scut/ms_vivit_1-pt01_scut.npz           0.4928           0.6667           4.8693           2.5293           0.502
genCapacity           ArCd           ./Embeddings/scut/ms_vivit_1-pt01_scut.npz           0.4928           0.6667           4.8693           2.5293           0.502
genCapacity           Ar_psi           ./Embeddings/scut/ms_vivit_1-pt01_scut.npz           0.4928           0.6667           4.8693           2.5293           0.502
genCapacity           Cd_psi           ./Embeddings/scut/ms_mvit_pt5-1_scut.npz           0.2708           1.3333           3.6726           1.3199           0.4275
genCapacity           euclid           ./Embeddings/scut/ms_mf_pt5-1_scut.npz           0.2914           1.0           4.4341           2.2326           0.521
genCapacity           corr           ./Embeddings/scut/ms_mf_pt5-1_scut.npz           0.2914           1.0           4.4341           2.2326           0.521
genCapacity           DCG           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.4066           0.6667           4.9075           2.5171           0.5171
genCapacity           Kendall           ./Embeddings/scut/ms_mvit_1-1_scut.npz           0.1713           2.0           3.0891           1.55           0.4693
genCapacity           ERR           ./Embeddings/scut/ms_mvit_1pt5-1_scut.npz           0.4072           1.0           4.913           2.5485           0.4957
genCapacity           U           ./Embeddings/scut/ms_mvit_1pt5-1_scut.npz           0.4072           1.0           4.913           2.5485           0.4957
genCapacity           GRE           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.4066           0.6667           4.9075           2.5171           0.5171
genCapacity           infAp           ./Embeddings/scut/ms_mvit_1-pt5_scut.npz           0.4066           0.6667           4.9075           2.5171           0.5171
genCapacity           NegRel           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-pt5_SCUT.npz           0.36           1.3333           4.6327           3.33           0.5212
genCapacity           RPP           ./Embeddings/scut/ms_vivit_1-pt01_scut.npz           0.4928           0.6667           4.8693           2.5293           0.502
genCapacity           relEnt           ./Embeddings/scut/ms_mvit_pt5-pt5_scut.npz           0.3849           1.0           4.9109           2.5224           0.4356

swipeQuality           Ar*           ./Embeddings/scut/ms_mvit_1pt5-pt05_scut.npz           0.2718           1.3333           4.5159           2.8687           0.39
swipeQuality           R           ./Embeddings/scut/ms_mf_pt5-pt05_scut.npz           0.1261           1.3333           5.0028           3.9987           0.496
swipeQuality           psi           ./Embeddings/scut/ms_mvit_pt5-1_scut.npz           0.148           1.3333           4.366           2.6208           0.4275
swipeQuality           r           ./Embeddings/scut/ms_mf_1pt5-pt05_scut.npz           0.2443           1.0           4.955           3.7869           0.5268
swipeQuality           Ar           ./Embeddings/scut/ms_vivit_1pt5-pt05_scut.npz           0.2589           1.3333           4.4052           3.6124           0.5481
swipeQuality           ArCd           ./Embeddings/scut/ms_mvit_1pt5-pt05_scut.npz           0.2718           1.3333           4.5159           2.8687           0.39
swipeQuality           Ar_psi           ./Embeddings/scut/ms_vivit_1pt5-pt05_scut.npz           0.2589           1.3333           4.4052           3.6124           0.5481
swipeQuality           Cd_psi           ./Embeddings/scut/ms_mvit_1pt5-pt05_scut.npz           0.2718           1.3333           4.5159           2.8687           0.39
swipeQuality           euclid           ./Embeddings/scut/ms_mvit_pt5-1_scut.npz           0.148           1.3333           4.366           2.6208           0.4275
swipeQuality           corr           ./Embeddings/scut/ms_mvit_pt5-1_scut.npz           0.148           1.3333           4.366           2.6208           0.4275
swipeQuality           DCG           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1pt5_SCUT.npz           0.2577           1.3333           4.4449           2.9957           0.5204
swipeQuality           Kendall           ./Embeddings/scut/ms_mvit_pt5-pt5_scut.npz           0.0674           2.6667           2.5866           3.1355           0.4356
swipeQuality           ERR           ./Embeddings/scut/DGBQA_CGID_Res3D-ViViT_1-1pt5_SCUT.npz           0.2577           1.3333           4.4449           2.9957           0.5204
swipeQuality           U           ./Embeddings/scut/ms_mf_pt5-pt05_scut.npz           0.1261           1.3333           5.0028           3.9987           0.496
swipeQuality           GRE           ./Embeddings/scut/ms_mf_1pt5-pt05_scut.npz           0.2443           1.0           4.955           3.7869           0.5268
swipeQuality           infAp           ./Embeddings/scut/ms_mf_pt5-pt05_scut.npz           0.1261           1.3333           5.0028           3.9987           0.496
swipeQuality           NegRel           ./Embeddings/scut/ms_mf_1pt5-pt05_scut.npz           0.2443           1.0           4.955           3.7869           0.5268
swipeQuality           RPP           ./Embeddings/scut/ms_vivit_1pt5-pt05_scut.npz           0.2589           1.3333           4.4052           3.6124           0.5481
swipeQuality           relEnt           ./Embeddings/scut/ms_mvit_1pt5-pt05_scut.npz           0.2718           1.3333           4.5159           2.8687           0.39
