Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
dgbqa           NegRel           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-pt5-pt5_sensorGyro_bdb.npz           0.0818           1.5           1.9755           2.8999           0.1638
deltaDistance           NegRel           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-2-1pt5_sensorGyro_bdb.npz           0.0862           1.5           2.1073           3.0702           0.1481
masterFace           NegRel           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-2-pt1_sensorGyro_bdb.npz           0.0164           2.0           1.5625           6.0815           0.2477
genCapacity           NegRel           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-2-pt5_sensorGyro_bdb.npz           0.0444           2.0           2.067           3.2496           0.1827
swipeQuality           NegRel           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-2-pt1_sensorGyro_bdb.npz           0.0426           2.0           1.7584           2.4643           0.1398
dgbqa           RPP           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-1pt5-1_sensorGyro_bdb.npz           0.0421           2.0           1.9456           2.8693           0.1497
deltaDistance           RPP           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-1pt5-pt1_sensorGyro_bdb.npz           0.0392           2.0           1.97           2.9004           0.2547
masterFace           RPP           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-pt5-pt1_sensorGyro_bdb.npz           0.1207           1.5           2.5           3.3923           0.2042
genCapacity           RPP           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-1-1_sensorGyro_bdb.npz           0.0847           1.5           2.067           3.2496           0.1712
swipeQuality           RPP           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
dgbqa           relEnt           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-1-1pt5_sensorGyro_bdb.npz           0.0893           1.5           2.0941           3.0554           0.0965
deltaDistance           relEnt           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-1pt5-1pt5_sensorGyro_bdb.npz           0.1001           1.5           2.479           3.3711           0.1398
masterFace           relEnt           ./Embeddings/bdb/idf_vanilla_lgtranet_k3-5_1-pt5-1_sensorGyro_bdb.npz           0.1274           1.5           2.5           3.3923           0.1321
genCapacity           relEnt           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-1-1pt5_sensorGyro_bdb.npz           0.0896           1.5           2.067           3.2496           0.0965
swipeQuality           relEnt           ./Embeddings/bdb/idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
