Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
dgbqa           Ar           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-pt5_SOLI.npz           0.4329           0.4545           8.5427           1.7006           0.3506
deltaDistance           Ar           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           Ar           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           Ar           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-1_SOLI.npz           0.4642           0.4545           7.4302           2.5684           0.3048
swipeQuality           Ar           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1744           3.5455           5.9819           4.8011           0.3312
dgbqa           ArCd           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.4917           0.8182           8.6974           1.638           0.1233
deltaDistance           ArCd           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.2398           1.3636           8.2642           2.9515           0.1233
masterFace           ArCd           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           ArCd           ./Embeddings/MS_MViT_pt5-1pt5_SOLI.npz           0.5177           1.0           7.4422           2.546           0.1154
swipeQuality           ArCd           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1744           3.5455           5.9819           4.8011           0.3312
dgbqa           Ar_psi           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-pt5_SOLI.npz           0.4329           0.4545           8.5427           1.7006           0.3506
deltaDistance           Ar_psi           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           Ar_psi           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           Ar_psi           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-1_SOLI.npz           0.4642           0.4545           7.4302           2.5684           0.3048
swipeQuality           Ar_psi           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1744           3.5455           5.9819           4.8011           0.3312
dgbqa           Cd_psi           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.4917           0.8182           8.6974           1.638           0.1233
deltaDistance           Cd_psi           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1pt5_SOLI.npz           0.1659           1.5455           7.8132           2.2905           0.1854
masterFace           Cd_psi           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.2172           1.3636           6.6296           3.0334           0.0883
genCapacity           Cd_psi           ./Embeddings/MS_MViT_pt5-1pt5_SOLI.npz           0.5177           1.0           7.4422           2.546           0.1154
swipeQuality           Cd_psi           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.1284           2.1818           8.2672           2.1528           0.0883
dgbqa           euclid           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.2461           1.0           8.6262           1.3983           0.3312
deltaDistance           euclid           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           euclid           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-pt5_SOLI.npz           0.1726           1.7273           8.2192           1.9009           0.2576
genCapacity           euclid           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1705           1.3636           8.1003           2.6355           0.3312
swipeQuality           euclid           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.1284           2.1818           8.2672           2.1528           0.0883
dgbqa           corr           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.2461           1.0           8.6262           1.3983           0.3312
deltaDistance           corr           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           corr           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-pt5_SOLI.npz           0.1726           1.7273           8.2192           1.9009           0.2576
genCapacity           corr           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1705           1.3636           8.1003           2.6355           0.3312
swipeQuality           corr           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.1284           2.1818           8.2672           2.1528           0.0883
dgbqa           DCG           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1-1_SOLI.npz           0.3138           1.0           8.4063           1.6579           0.2669
deltaDistance           DCG           ./Embeddings/MS_MViT_1-1pt5_SOLI.npz           0.1732           1.7273           8.2591           3.4656           0.1338
masterFace           DCG           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           DCG           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-1pt5_SOLI.npz           0.3699           1.0           7.5652           2.3685           0.2392
swipeQuality           DCG           ./Embeddings/MS_TPN_1pt5-pt5_SOLI.npz           0.1219           3.3636           6.1866           4.4876           0.3797
dgbqa           Kendall           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-1_SOLI.npz           0.2814           2.0909           8.0589           1.7653           0.3142
deltaDistance           Kendall           ./Embeddings/MS_MViT_1-pt5_SOLI.npz           0.1094           3.0           6.9468           4.2196           0.3481
masterFace           Kendall           ./Embeddings/DGBQA_CGID_Res3D-ViViT_pt5-1pt5_SOLI.npz           0.0829           3.9091           6.5373           3.6016           0.1857
genCapacity           Kendall           ./Embeddings/MS_MViT_1-1pt5_SOLI.npz           0.4409           1.3636           7.4417           2.5695           0.1338
swipeQuality           Kendall           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1-1_SOLI.npz           0.0223           3.9091           5.9127           3.9883           0.2669
dgbqa           ERR           ./Embeddings/DGBQA_CGID_Res3D-MF_1-1_SOLI.npz           0.3146           1.0           8.6405           1.7881           0.2682
deltaDistance           ERR           ./Embeddings/MS_MViT_1-1pt5_SOLI.npz           0.1732           1.7273           8.2591           3.4656           0.1338
masterFace           ERR           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           ERR           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-1pt5_SOLI.npz           0.3699           1.0           7.5652           2.3685           0.2392
swipeQuality           ERR           ./Embeddings/MS_MViT_1-1_SOLI.npz           0.124           4.0909           6.3725           3.4613           0.1949
dgbqa           U           ./Embeddings/DGBQA_CGID_Res3D-MF_1-1pt5_SOLI.npz           0.3295           1.0           8.5474           1.8409           0.2291
deltaDistance           U           ./Embeddings/DGBQA_CGID_Res3D-ViViT_pt5-pt5_SOLI.npz           0.201           1.9091           7.9229           2.5216           0.2751
masterFace           U           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-pt5_SOLI.npz           0.1726           1.7273           8.2192           1.9009           0.2576
genCapacity           U           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.1705           1.3636           8.1003           2.6355           0.3312
swipeQuality           U           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.1284           2.1818           8.2672           2.1528           0.0883
dgbqa           GRE           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.3797           0.4545           8.7146           1.5684           0.3615
deltaDistance           GRE           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           GRE           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           GRE           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-1_SOLI.npz           0.4642           0.4545           7.4302           2.5684           0.3048
swipeQuality           GRE           ./Embeddings/MS_MViT_pt5-1pt5_SOLI.npz           0.1354           2.0909           7.5401           3.6303           0.1154
dgbqa           infAp           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1pt5-pt5_SOLI.npz           0.4329           0.4545           8.5427           1.7006           0.3506
deltaDistance           infAp           ./Embeddings/DGBQA_CGID_Res3D-MF_1pt5-pt5_SOLI.npz           0.2417           1.3636           8.3735           2.3983           0.3615
masterFace           infAp           ./Embeddings/MS_TPN_1pt5-pt5_SOLI.npz           0.1412           1.5455           6.9232           2.9606           0.3797
genCapacity           infAp           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.2146           4.1818           7.1442           3.4894           0.0883
swipeQuality           infAp           ./Embeddings/MS_MViT_pt5-1pt5_SOLI.npz           0.1354           2.0909           7.5401           3.6303           0.1154
dgbqa           NegRel           ./Embeddings/DGBQA_CGID_Res3D-ViViT_1-1pt5_SOLI.npz           0.256           1.9091           8.0189           1.9828           0.2178
deltaDistance           NegRel           ./Embeddings/DGBQA_CGID_Res3D-ViViT_pt5-pt5_SOLI.npz           0.201           1.9091           7.9229           2.5216           0.2751
masterFace           NegRel           ./Embeddings/MS_TPN_1-pt5_SOLI.npz           0.0502           3.3636           5.8155           2.7116           0.2955
genCapacity           NegRel           ./Embeddings/DGBQA_CGID_Res3D-ViViT_pt5-1_SOLI.npz           0.2416           2.2727           7.4302           2.9255           0.2292
swipeQuality           NegRel           ./Embeddings/MS_TPN_pt5-1_SOLI.npz           0.0679           3.9091           5.9221           4.9209           0.2287
dgbqa           RPP           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.4917           0.8182           8.6974           1.638           0.1233
deltaDistance           RPP           ./Embeddings/MS_TPN_1pt5-1_SOLI.npz           0.2183           1.9091           7.8865           2.9413           0.3312
masterFace           RPP           ./Embeddings/DGBQA_CGID_Res3D-MF_pt5-1_SOLI.npz           0.3787           1.3636           7.8609           2.1854           0.2249
genCapacity           RPP           ./Embeddings/MS_MViT_1pt5-pt5_SOLI.npz           0.3383           1.1818           7.4318           2.5658           0.3517
swipeQuality           RPP           ./Embeddings/MS_MViT_1-1_SOLI.npz           0.124           4.0909           6.3725           3.4613           0.1949
dgbqa           relEnt           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.4917           0.8182           8.6974           1.638           0.1233
deltaDistance           relEnt           ./Embeddings/MS_MViT_pt5-1_SOLI.npz           0.2398           1.3636           8.2642           2.9515           0.1233
masterFace           relEnt           ./Embeddings/MS_MViT_1-1pt5_SOLI.npz           0.1366           2.6364           7.6668           3.2761           0.1338
genCapacity           relEnt           ./Embeddings/MS_MViT_pt5-1pt5_SOLI.npz           0.5177           1.0           7.4422           2.546           0.1154
swipeQuality           relEnt           ./Embeddings/MS_TPN_1-1pt5_SOLI.npz           0.1284           2.1818           8.2672           2.1528           0.0883
