Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
masterFace           psi           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
genCapacity           psi           ./Embeddings/ntu/ms_skateformer_1-2-pt05-multiStepmin3_ntu60.npz           0.3922           0.6667           5.3072           1.5407           0.3143
swipeQuality           psi           ./Embeddings/ntu/ms_hcn_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.5527           0.3333           5.4199           1.5235           0.12
dgbqa           Ar           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           Ar           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           Ar           ./Embeddings/ntu/ms_skateformer_1-pt5-pt05-multiStepmin3_ntu60.npz           0.1902           1.6667           4.9265           12.4357           0.2872
genCapacity           Ar           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
swipeQuality           Ar           ./Embeddings/ntu/ms_skateformer_1-1-pt5-multiStepmin3_ntu60.npz           0.5219           0.3333           5.4239           2.1971           0.1843
dgbqa           ArCd           ./Embeddings/ntu/ms_hcn_1-2-pt01-multiStepmin3_ntu60.npz           0.4513           1.0           4.8613           3.0929           0.1626
deltaDistance           ArCd           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           ArCd           ./Embeddings/ntu/ms_skateformer_1-pt5-pt05-multiStepmin3_ntu60.npz           0.1902           1.6667           4.9265           12.4357           0.2872
genCapacity           ArCd           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
swipeQuality           ArCd           ./Embeddings/ntu/ms_skateformer_1-1-pt5-multiStepmin3_ntu60.npz           0.5219           0.3333           5.4239           2.1971           0.1843
dgbqa           Ar_psi           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           Ar_psi           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           Ar_psi           ./Embeddings/ntu/ms_skateformer_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.2043           2.0           5.4186           6.8594           0.1978
genCapacity           Ar_psi           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
dgbqa           Cd_psi           ./Embeddings/ntu/ms_hcn_1-pt5-1pt5-multiStepmin3_ntu60.npz           0.0333           2.6667           3.0685           2.8185           0.0684
deltaDistance           Cd_psi           ./Embeddings/ntu/ms_hcn_1-pt5-1pt5-multiStepmin3_ntu60.npz           0.0682           2.3333           2.9827           3.1064           0.0684
masterFace           Cd_psi           ./Embeddings/ntu/ms_hcn_1-pt5-1pt5-multiStepmin3_ntu60.npz           0.1077           2.5           3.5           2.5467           0.0684
genCapacity           Cd_psi           ./Embeddings/ntu/ms_hcn_1-pt5-1-multiStepmin3_ntu60.npz           0.5068           1.3333           4.8693           2.5072           0.1123
swipeQuality           Cd_psi           ./Embeddings/ntu/ms_hcn_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.5527           0.3333           5.4199           1.5235           0.12
dgbqa           euclid           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           euclid           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           euclid           ./Embeddings/ntu/ms_skateformer_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.2043           2.0           5.4186           6.8594           0.1978
genCapacity           euclid           ./Embeddings/ntu/ms_skateformer_1-2-pt05-multiStepmin3_ntu60.npz           0.3922           0.6667           5.3072           1.5407           0.3143
swipeQuality           euclid           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           corr           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           corr           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           corr           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
genCapacity           corr           ./Embeddings/ntu/ms_skateformer_1-2-pt05-multiStepmin3_ntu60.npz           0.3922           0.6667           5.3072           1.5407           0.3143
swipeQuality           corr           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           DCG           ./Embeddings/ntu/ms_hcn_1-1-pt5-multiStepmin3_ntu60.npz           0.432           1.3333           4.7697           3.6784           0.1153
deltaDistance           DCG           ./Embeddings/ntu/ms_hcn_1-pt5-1-multiStepmin3_ntu60.npz           0.3336           2.0           4.4698           3.301           0.1123
masterFace           DCG           ./Embeddings/ntu/ms_skateformer_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.2043           2.0           5.4186           6.8594           0.1978
genCapacity           DCG           ./Embeddings/ntu/ms_hcn_1-1-pt05-multiStepmin3_ntu60.npz           0.4083           1.0           4.872           2.5088           0.3011
swipeQuality           DCG           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           Kendall           ./Embeddings/ntu/ms_hcn_1-1-1pt5-multiStepmin3_ntu60.npz           0.425           0.6667           5.0639           2.6139           0.1396
deltaDistance           Kendall           ./Embeddings/ntu/ms_hcn_1-pt5-pt5-multiStepmin3_ntu60.npz           0.2656           1.3333           4.2969           3.868           0.1159
genCapacity           Kendall           ./Embeddings/ntu/ms_hcn_1-pt5-pt5-multiStepmin3_ntu60.npz           0.1751           1.3333           2.6784           3.5883           0.1159
swipeQuality           Kendall           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           ERR           ./Embeddings/ntu/ms_hcn_1-1-pt5-multiStepmin3_ntu60.npz           0.432           1.3333           4.7697           3.6784           0.1153
masterFace           ERR           ./Embeddings/ntu/ms_skateformer_1-pt5-pt05-multiStepmin3_ntu60.npz           0.1902           1.6667           4.9265           12.4357           0.2872
genCapacity           ERR           ./Embeddings/ntu/ms_hcn_1-1-pt05-multiStepmin3_ntu60.npz           0.4083           1.0           4.872           2.5088           0.3011
deltaDistance           U           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           GRE           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
dgbqa           ERR           ./Embeddings/ntu/ms_hcn_1-1-pt5-multiStepmin3_ntu60.npz           0.432           1.3333           4.7697           3.6784           0.1153
dgbqa           ERR           ./Embeddings/ntu/ms_hcn_1-1-pt5-multiStepmin3_ntu60.npz           0.432           1.3333           4.7697           3.6784           0.1153
deltaDistance           ERR           ./Embeddings/ntu/ms_hcn_1-pt5-1-multiStepmin3_ntu60.npz           0.3336           2.0           4.4698           3.301           0.1123
masterFace           ERR           ./Embeddings/ntu/ms_skateformer_1-pt5-pt05-multiStepmin3_ntu60.npz           0.1902           1.6667           4.9265           12.4357           0.2872
masterFace           ERR           ./Embeddings/ntu/ms_skateformer_1-pt5-pt05-multiStepmin3_ntu60.npz           0.1902           1.6667           4.9265           12.4357           0.2872
genCapacity           ERR           ./Embeddings/ntu/ms_hcn_1-1-pt05-multiStepmin3_ntu60.npz           0.4083           1.0           4.872           2.5088           0.3011
swipeQuality           ERR           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           U           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           U           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           U           ./Embeddings/ntu/ms_skateformer_1-1-pt05-multiStepmin3_ntu60.npz           0.1506           1.3333           6.2646           10.6739           0.3091
genCapacity           U           ./Embeddings/ntu/ms_skateformer_1-2-pt05-multiStepmin3_ntu60.npz           0.3922           0.6667           5.3072           1.5407           0.3143
swipeQuality           U           ./Embeddings/ntu/ms_skateformer_1-1-pt5-multiStepmin3_ntu60.npz           0.5219           0.3333           5.4239           2.1971           0.1843
dgbqa           GRE           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           GRE           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           GRE           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
genCapacity           GRE           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
swipeQuality           GRE           ./Embeddings/ntu/ms_hcn_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.5527           0.3333           5.4199           1.5235           0.12
dgbqa           infAp           ./Embeddings/ntu/ms_hcn_1-1-1pt5-multiStepmin3_ntu60.npz           0.425           0.6667           5.0639           2.6139           0.1396
deltaDistance           infAp           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           infAp           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
genCapacity           infAp           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
swipeQuality           infAp           ./Embeddings/ntu/ms_skateformer_1-1-pt5-multiStepmin3_ntu60.npz           0.5219           0.3333           5.4239           2.1971           0.1843
dgbqa           NegRel           ./Embeddings/ntu/ms_hcn_1-1-pt5-multiStepmin3_ntu60.npz           0.432           1.3333           4.7697           3.6784           0.1153
deltaDistance           NegRel           ./Embeddings/ntu/ms_hcn_1-pt5-1-multiStepmin3_ntu60.npz           0.3336           2.0           4.4698           3.301           0.1123
masterFace           NegRel           ./Embeddings/ntu/ms_skateformer_1-1-pt01-multiStepmin3_ntu60.npz           0.0055           3.0           2.2369           7.9793           0.2489
genCapacity           NegRel           ./Embeddings/ntu/ms_hcn_1-1-1-multiStepmin3_ntu60.npz           0.446           1.0           4.8693           2.5072           0.1831
swipeQuality           NegRel           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.4452           0.6667           5.3846           1.9272           0.1469
dgbqa           RPP           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.4662           0.6667           5.445           2.2037           0.2136
deltaDistance           RPP           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.5467           0.3333           5.4775           2.3241           0.2136
masterFace           RPP           ./Embeddings/ntu/ms_hcn_1-pt5-pt01-multiStepmin3_ntu60.npz           0.1015           2.5           3.5           2.5467           0.1469
genCapacity           RPP           ./Embeddings/ntu/ms_hcn_1-2-1pt5-multiStepmin3_ntu60.npz           0.6068           0.3333           4.8693           2.5072           0.2136
swipeQuality           RPP           ./Embeddings/ntu/ms_skateformer_1-1-pt5-multiStepmin3_ntu60.npz           0.5219           0.3333           5.4239           2.1971           0.1843
dgbqa           relEnt           ./Embeddings/ntu/ms_hcn_1-1-1pt5-multiStepmin3_ntu60.npz           0.425           0.6667           5.0639           2.6139           0.1396
deltaDistance           relEnt           ./Embeddings/ntu/ms_skateformer_1-pt5-pt5-multiStepmin3_ntu60.npz           0.4222           0.6667           5.3032           3.2336           0.1552
masterFace           relEnt           ./Embeddings/ntu/ms_skateformer_1-pt5-pt01-multiStepmin3_ntu60.npz           0.0057           3.0           -0.1264           7.8482           0.2179
genCapacity           relEnt           ./Embeddings/ntu/ms_hcn_1-pt5-1-multiStepmin3_ntu60.npz           0.5068           1.3333           4.8693           2.5072           0.1123
swipeQuality           relEnt           ./Embeddings/ntu/ms_hcn_1-1pt5-pt5-multiStepmin3_ntu60.npz           0.5527           0.3333           5.4199           1.5235           0.12
